node_id_sender,node_id_receiver,timestamp,bandwidth_in,bandwidth_out,latency,packet_loss,cpu_usage,memory_usage,disk_io,round_trip_time
U713,U49,2023-05-03 14:47:40,54,52,1.5785784524332334,0.029703046293378887,10.428019059006076,20.144586207237065,5.782480306540816,11.93129313167537
U280,U79,2023-09-24 22:29:17,51,51,2.4074061202861072,0.013809801585287782,14.207495253124335,22.018257992094977,6.082564818424478,12.074242288548156
U271,U47,2023-01-04 03:46:26,52,51,2.7376677592297862,0.043260902033494794,11.753264447128224,24.682985705581867,8.572292834033561,11.57457126003771
U222,U59,2023-01-07 00:16:15,50,50,1.3798530161177354,0.027368952012158047,12.704840159735546,23.77716860948447,7.424982249151659,13.9819608679291
U46,U6,2023-10-27 01:05:30,53,50,2.11745003999071,0.017664571869201246,13.228799476650142,21.758952178117646,5.129896267907256,10.571192062474283
U407,U48,2023-02-24 19:19:32,53,51,2.297564021353827,0.012656194621522716,13.590083800011394,21.065409881451608,8.57075936921238,14.331765476770748
U576,U60,2023-08-20 05:17:12,52,50,1.0756210231616983,0.04490311238494772,14.877361054007917,23.529135079533233,9.850676634355324,12.311166582120677
U133,U93,2023-12-02 04:42:17,53,54,1.213429086920026,0.046545523393632854,12.59912299876162,21.12010988133459,6.017680737114795,12.499699600897946
U352,U31,2023-08-26 20:45:45,54,52,2.9209186766928603,0.03756326226513647,14.745200413973233,20.573557979933796,8.850146918649699,10.65212289391848
U285,U20,2023-07-16 20:08:06,52,54,1.366038205628781,0.0316390030041556,11.59856623264461,20.995776136391672,5.615068248422578,10.408559743368572
U671,U72,2023-07-11 22:01:02,50,53,2.8649728988800502,0.033364817338281255,14.189486589761719,23.42295398657221,6.41517609167855,12.690148412068973
U531,U57,2023-03-24 12:08:33,54,53,1.1463306349484623,0.02088512016022883,10.58339903887642,20.63415913549017,6.272188825718456,14.49207663864588
U817,U8,2023-03-26 17:15:51,51,55,2.1755762552353195,0.047874554142934664,11.673689945530224,24.474322800076006,5.268131160386219,14.494793756188262
U187,U71,2023-09-16 15:03:47,54,53,1.2112204482401427,0.045183153214569616,12.147610527938763,20.55993397875355,5.417018193163661,10.675611499857274
U965,U62,2023-10-30 05:01:42,54,52,1.9374790641827104,0.016371892206686042,13.897319109217332,23.483943204564223,6.498651318343635,10.651540670328759
U507,U14,2023-01-16 04:23:33,52,54,2.2253876181176366,0.03994609861526663,10.318167332673442,20.862961598455147,6.003061941134935,11.000948549985047
U747,U65,2023-09-30 18:25:01,53,53,2.7038764240240827,0.022538732688603482,11.398982306025637,21.571358156210113,5.27671271320113,13.611389516082244
U9,U51,2023-06-28 04:35:58,51,51,2.570127836433336,0.029821090006438566,14.759039344235537,21.343947981884476,5.556809984593066,12.964400736674488
U490,U4,2023-06-14 09:37:45,52,50,2.724963489632578,0.019085184385051045,12.430001404655117,24.271919646246154,9.092084770469569,12.261635174920652
U653,U28,2023-01-29 06:51:40,52,50,2.7644176345871863,0.031173016170595994,14.732801219076094,23.46656235893542,9.238961170938637,11.216350451944122
U558,U64,2023-08-21 12:23:32,54,52,1.4383976061495491,0.015197576337630738,14.76651025347658,24.757886329122485,6.337621493712081,14.732479931440821
U418,U16,2023-11-13 10:59:32,55,55,2.012286144589944,0.031840824860445066,11.05504649037969,21.272303098978487,9.79290704257142,14.113828164459344
U953,U71,2023-03-23 18:02:10,52,53,1.9204623215924783,0.04927450964338674,10.304452802778867,24.074509137042504,8.5237786129558,12.025148568732897
U921,U73,2023-02-10 15:34:51,53,53,1.5553391232703884,0.02916593212003407,13.320967989801698,22.087788481723774,5.143315008282342,13.043109459311006
U703,U43,2023-02-16 09:16:21,52,51,1.636849962672681,0.047363605161737245,12.552515352035527,21.77801860217565,6.861634086873892,12.271358403491659
U487,U34,2023-08-17 05:59:01,53,52,2.115287497445472,0.016160213920880417,12.734895664175927,23.089981366822656,7.482483705343238,14.28548199284758
U467,U58,2023-08-24 01:46:28,54,54,2.519975494754418,0.042076375253529696,13.45825627607336,20.514786123712074,6.561414524597182,12.15602042550968
U309,U93,2023-05-30 00:51:01,52,54,1.188381878800518,0.016374751011292273,11.433131273332378,21.47182692621755,7.534871730826256,12.679108498614841
U690,U18,2023-04-20 00:05:07,50,52,2.650591260941225,0.030449966491340616,14.495217688174492,21.813934288218604,8.401438857991783,11.901754340004317
U979,U80,2023-01-10 00:39:36,51,52,2.2805556724457148,0.047579101850538916,11.929368542940031,22.715510489472837,7.5662785815146485,13.02981712834071
U565,U63,2023-02-23 19:20:34,54,54,1.818652598932422,0.019791350359852338,10.786324036214467,22.86775468408655,6.968174910921487,14.374652712444142
U472,U14,2023-12-18 06:03:28,52,54,1.6063118282946152,0.01762994451679908,14.695873136821788,23.67768675892973,7.004406580276903,12.06237846460374
U180,U64,2023-04-12 14:35:21,55,52,2.6039979743282795,0.017207960186689717,12.378660977915429,22.751516323896098,8.879366316459157,10.177682929026822
U289,U95,2023-07-13 19:16:41,50,50,2.6048796920290216,0.02345956494166139,14.179329288733095,24.606339787326206,5.37820462645406,13.73671088382177
U575,U16,2023-03-14 04:26:01,50,53,1.400685495877133,0.043593389336233454,14.035114090118228,21.052709756341866,9.660955008722347,14.23113381173327
U503,U42,2023-07-22 12:15:43,51,55,1.2784696186229505,0.012808832971045155,11.591006972008085,24.507413490774695,9.359217037666976,13.566743618095154
U245,U82,2023-12-20 22:26:28,54,50,2.3047652602134523,0.03030742664595997,10.39037364227121,22.9418849102238,6.122696227975779,11.509071252536346
U819,U13,2023-05-13 23:48:32,53,53,1.3701082207720259,0.03793112912893195,11.140497385341765,24.334831349865393,9.488021402507286,12.033422470095648
U579,U1,2023-05-28 09:03:22,52,54,1.658416425335399,0.030661838829288406,11.014253238784686,22.429840011463465,9.633373056874376,12.240795967572918
U999,U57,2023-11-07 13:18:56,52,53,1.6396300992624528,0.04814432959536193,10.360040295033462,23.84529388127607,6.974232718085167,10.635474566887037
U508,U39,2023-07-28 05:20:18,53,55,2.3915845181906064,0.010242268772246996,14.572590784792219,23.070876660242597,9.033842565028264,12.203895452019962
U168,U49,2023-01-06 10:16:13,53,51,1.246187038313047,0.027059271789024557,13.258555460884478,22.50753140464839,9.680691229081841,10.610621101599039
U301,U0,2023-10-01 17:38:12,55,50,1.7724734160315365,0.04452876542040096,10.518650507144791,20.404653653297213,5.0942586206382865,12.11342896480057
U766,U79,2023-12-30 18:13:12,51,51,2.7527315506173498,0.030536205028965216,11.21756034825902,22.043877473412586,7.8906537020151974,12.100647534982716
U559,U88,2023-07-27 16:53:36,52,54,1.8283454768839116,0.029522785272451654,13.946851965626253,20.57288317118962,7.397799650308922,11.190364488364228
U627,U56,2023-06-15 23:30:10,55,52,1.2501507907635518,0.022434717862769543,13.96560157111601,23.20577731498325,9.920424531575026,13.396080624251162
U112,U3,2023-06-03 10:35:28,53,53,2.4292403694924354,0.017745220191262207,11.471252196145109,21.39932487889358,5.665687016374796,11.882861456735913
U485,U21,2023-03-15 19:34:28,51,55,1.2604028813141295,0.0305682525143079,10.853335812975555,21.802696314644596,8.361668879358984,10.25680174497948
U366,U90,2023-02-14 08:43:54,53,53,1.248113931350664,0.03231712690667986,13.802743726516653,21.47145901537081,8.678536489634324,11.592160555529986
U343,U58,2023-02-26 10:58:07,55,50,2.821632560652704,0.04470682533774777,12.999698636074736,22.869478797243534,9.408001959429654,11.59578828339383
U413,U31,2023-12-02 08:23:07,52,55,1.4071041530858273,0.02276788868659925,14.458558516819465,24.37848866089336,5.665503276400863,13.280337800135422
U732,U21,2023-05-09 00:15:47,51,55,1.8830115733645083,0.027815730477112333,14.183177774647206,24.12709151415359,7.821976013915766,10.850789994057607
U704,U49,2023-03-05 19:07:14,50,55,1.940578461797865,0.047900121688293044,10.34611220418117,23.537144639976052,6.266204099653975,10.15303180563789
U596,U64,2023-05-12 18:36:30,54,51,1.8746155638061743,0.04461124251190406,14.599291178899621,20.970820595476457,5.674130531817153,11.241705256893892
U923,U96,2023-08-05 10:41:47,51,50,2.5718131016301546,0.042026307079806764,11.876528834380414,23.450382742428904,5.637714050479657,11.78245371002615
U488,U65,2023-09-05 11:39:31,51,54,1.8216161724174358,0.017509278572474734,14.099898525011097,22.224558119092613,8.186304621489457,13.823665967053012
U83,U16,2023-02-21 23:28:44,52,55,1.1926254215072825,0.045838612072843815,14.194546255111039,23.364699243069364,8.925887980925689,13.36331770519778
U781,U3,2023-10-17 10:57:10,53,52,2.4530123117273828,0.015231276616945674,12.365075249383803,22.002931739448975,7.795789915554348,11.315875497481779
U845,U21,2023-04-20 19:23:55,55,52,1.7809676885664096,0.011603203178763746,12.19885777581769,24.121159589170773,6.072357143198467,14.816209845331752
U552,U93,2023-01-21 01:43:14,53,51,1.6047246597876483,0.013148133307969437,14.350075132793602,21.994650683045,9.898493248579737,13.362062603643174
U179,U38,2023-04-16 19:15:49,53,51,1.8568532844433443,0.04681089368803082,11.1813146419701,21.11049275784351,5.712022409885024,11.477376182818494
U421,U84,2023-02-27 20:39:14,53,55,1.0032759560954587,0.03554704121441438,10.419385877749413,23.176462985758782,6.883368381077187,10.090621217686895
U46,U64,2023-09-10 08:29:35,50,53,1.2305438171865914,0.04067788956254226,14.179126774080213,21.48264290280625,9.922053633489895,13.372322556089184
U445,U95,2023-12-30 21:05:12,55,53,2.136652607115172,0.036902776603268524,14.235338539604328,21.686160064683655,7.811205079767495,14.028804617178238
U814,U40,2023-07-13 15:10:01,55,53,1.206103343093133,0.03940439013415463,10.41379676782079,22.558301282911316,7.686765864414738,11.199585144203509
U700,U48,2023-12-29 15:19:43,51,55,1.947823016200483,0.04847078617945471,14.553827350800447,24.21741732220398,9.212004515261114,14.333018647414981
U979,U99,2023-08-02 09:43:18,50,54,1.2200289281533996,0.027744517981579037,10.848355872456134,20.59196364108453,5.8699379599010335,14.964865967410855
U225,U12,2023-06-12 23:10:54,50,52,1.868632045322933,0.023949887312953267,13.307256134502822,23.10455120397871,8.669749566517714,13.388637031315819
U5,U63,2023-06-10 02:24:03,54,51,1.6383318807032816,0.043675888169294796,13.412106984221431,20.144172948355582,7.211861532568289,10.458591546424321
U457,U93,2023-06-26 12:13:47,55,54,1.5343133483775517,0.04454330802273944,11.19608915520158,22.084976606497197,9.064301707963002,14.884691715858514
U322,U88,2023-01-17 15:02:21,51,51,2.1303437766535396,0.018993128007374294,13.875339484688467,21.645469458924453,7.012764683750788,14.288437770387874
U758,U32,2023-05-27 17:47:50,50,50,2.725579581542953,0.04021689824249747,14.515090576742736,23.52079487123607,8.482702524759382,11.136001315728748
U532,U68,2023-03-25 22:48:52,52,52,2.516772719802444,0.012061133368333286,14.695430223785385,21.789313184721088,7.872699406912981,11.442728192738832
U956,U12,2023-12-08 23:32:58,52,51,2.5949518853369433,0.016247365425895686,10.418711438017493,24.675898734370833,8.569460867352431,11.502844941190157
U701,U45,2023-01-08 18:51:47,53,55,1.882217023073854,0.0363430132707888,10.349186321759712,23.59032380298439,6.54076299034273,10.69354824432613
U579,U30,2023-05-02 13:29:09,54,52,2.893458006901584,0.024928971303221283,14.921770824910185,24.846470328119008,5.276415135282454,11.032265564030244
U950,U7,2023-01-10 10:33:54,51,50,2.8855597838105553,0.029780764083309416,10.16472267920497,21.330179059311767,8.73391996494591,13.187784369003092
U183,U72,2023-03-05 09:28:47,55,52,1.6104220662426687,0.015799324473735523,13.923791193597221,21.131765301566297,6.63987950669202,10.100389252779514
U616,U83,2023-05-30 17:54:40,50,55,1.1517407272973192,0.0183251193306296,13.967875371533008,20.205860883899234,7.573644852996724,13.744938566306656
U654,U99,2023-08-12 20:23:46,52,55,1.632993048658934,0.014492658544743381,12.111968080018801,22.496396903661342,7.781472784119586,11.51913748373479
U372,U1,2023-04-13 12:24:00,55,51,1.0332702794101107,0.028735581036730497,14.33609320710565,22.12601596073054,9.356017380628703,11.236951118767273
U671,U42,2023-04-26 23:18:21,54,50,2.6133095075037334,0.042174775437226426,11.765281973344338,24.928049564384988,6.1827149751574,14.08006526659402
U511,U82,2023-11-09 11:18:17,51,54,2.969925736111067,0.02699781441807262,13.945637374825775,20.58847547300987,8.174064712983904,12.517167074492574
U287,U88,2023-09-18 23:16:21,55,53,1.3316738135469948,0.023008669478074492,12.80115040359274,24.717831715853265,5.182282003026487,10.803824094955038
U475,U54,2023-03-03 12:08:27,55,50,1.4621816608217397,0.02943475936213897,10.53750263720165,20.303206011678373,5.359374659020128,13.703513461751776
U890,U88,2023-09-08 22:11:36,52,54,1.7308266749996455,0.0109070354863987,10.955225499158686,20.935319620679937,7.90269795167921,12.66518395681512
U469,U17,2023-06-17 07:42:59,55,50,2.384547456227348,0.03947945258388031,11.938272143667298,21.510257046737127,6.0650985970794284,11.256552427568456
U902,U49,2023-12-06 02:21:16,51,51,1.8767891535466834,0.03353844403469458,13.107768951171803,22.704918134365492,9.054880771629895,14.033512952064216
U276,U67,2023-01-06 00:17:50,51,53,2.22924159211966,0.017083135595681732,11.753734401251876,21.66493333386997,5.305009449533861,11.775617191344443
U488,U22,2023-08-02 19:20:30,53,55,2.7764463786940414,0.04076993819966954,13.747438198484812,23.99609968040685,8.250160920737361,13.565225975343846
U416,U35,2023-08-30 20:47:37,53,54,2.9825632102248925,0.027122177753148194,12.546316992772812,22.311338657203102,9.582284130620865,11.242458826083976
U790,U13,2023-05-29 21:13:37,54,50,1.0806817247201719,0.017393675104343625,11.105355804168532,20.028885112935036,5.495301430414646,12.06893099264716
U697,U8,2023-05-17 11:19:58,55,52,2.7632574221292776,0.044291461647491544,13.066166741301572,20.112507944206847,7.269208089137659,11.942803688900295
U355,U9,2023-04-01 11:15:58,52,55,1.409881455597571,0.015623186101346494,13.519410350989538,21.995285334086105,5.94547845836208,14.6249198249247
U489,U44,2023-06-11 22:14:47,50,54,1.429776411574753,0.0372140461743061,14.422720723719006,23.54862125110216,8.551601040023009,13.151994904109081
U434,U7,2023-01-23 06:17:21,53,53,1.9543087878820247,0.03894228210542722,10.903210196739485,20.54872079922796,6.518945528243636,11.66487391671933
U104,U69,2023-05-01 04:34:21,50,52,1.4347001042005623,0.021017372629570603,14.020847017958474,21.466850156591814,7.081691624275326,12.608314715425019
U635,U10,2023-02-25 22:42:35,54,51,2.3848156447072917,0.0391075652106915,11.439468338774375,24.64430182882181,7.596071572588572,13.02811374371311
U728,U1,2023-01-07 07:00:19,51,52,1.6427822832136512,0.012624050704087512,14.613141082294337,24.668647162629973,5.0140662511461285,11.003986882872283
U496,U50,2023-05-18 17:22:27,51,50,1.818111934447194,0.010058022506007354,11.72586369263076,24.568114246268756,5.387112032187097,11.472617034268689
U784,U44,2023-12-02 05:44:28,52,52,2.473809986286012,0.035772842517887773,11.319357459836482,24.798279758162195,6.675112863593274,10.750115486813197
U837,U75,2023-02-09 12:25:07,55,54,2.656383942399515,0.04219638748011679,11.28121871595616,23.219444214976633,8.694940557836958,14.604776545056763
U385,U96,2023-03-27 09:01:29,53,54,2.975238042370024,0.0128542662518823,13.968230781095968,24.010282186210098,8.257287693330674,11.300385960345814
U965,U83,2023-11-01 06:16:49,51,53,1.3552498886190731,0.03371726109233301,13.565926177459936,24.314083110340324,8.908710963304456,13.899838947663074
U258,U28,2023-07-04 15:49:01,52,52,1.518403103126875,0.044095918165378375,11.64111381399999,23.44893563355756,5.489569735119202,14.881355648044234
U880,U89,2023-12-12 17:45:54,54,52,2.397940345851609,0.012466212318888724,11.071358455340723,22.152954766958885,6.696312010936882,14.982529857410185
U752,U33,2023-07-01 03:17:46,52,50,2.9805893729945447,0.010993493541743077,12.402596667642776,23.68475988038973,6.7514881263092175,11.287984717673838
U788,U67,2023-06-04 11:27:37,51,53,2.2786378133748197,0.03644979541515979,13.191190997037484,22.40400580578546,8.334366248175911,12.885625924308444
U601,U37,2023-06-11 05:51:38,53,51,2.497594727377746,0.019147063085841617,11.098562880391501,22.194558289159353,8.656301671762431,10.434022061714693
U501,U9,2023-03-12 15:21:37,53,51,2.802614548796443,0.02640818790087933,10.331592524900383,23.488341578146667,6.870831965349338,14.784775939846224
U616,U65,2023-02-18 09:13:02,54,54,1.0508822699507443,0.04960521943461043,10.738941877196675,24.78700998474982,7.810668923425262,12.523811154737043
U769,U48,2023-08-04 18:39:10,52,51,2.857573596998637,0.018177493283542675,14.808905581352924,21.30697644877227,8.420748925711578,12.000685649860417
U167,U30,2023-07-09 23:20:51,50,54,1.2888045290971843,0.03040554869284994,12.040777318830985,21.64880138445369,7.54770579056927,14.11188676444269
U121,U55,2023-07-13 22:57:33,55,50,2.4279356870944264,0.01159677296586262,13.397146260748853,21.762682544830735,6.267927024990021,12.686665814257895
U506,U14,2023-09-17 17:18:54,50,55,2.349121773897277,0.03933747371190681,11.534568323211545,24.68783059682807,9.160216715503967,14.234716402563429
U263,U18,2023-05-16 07:48:08,55,55,2.4197159705770357,0.039155087418005725,13.407023205939648,24.0280458568253,5.9632345628356385,14.927638672859839
U547,U85,2023-04-28 23:05:14,54,52,1.3538346165585327,0.03517872408656657,10.412648375659165,23.39349944429262,8.779899672886337,11.751382809657365
U746,U52,2023-06-28 01:11:20,51,52,2.268189902954062,0.023690164940181137,14.770573780860385,24.973556372393226,8.139189543510984,14.871389810500439
U383,U18,2023-02-07 17:55:01,53,50,2.9545237715739705,0.0290361097736533,12.436417254236247,22.420922124286342,7.710976875672886,11.525784009136816
U175,U2,2023-11-01 12:16:29,52,51,1.8440680895555328,0.03386261966007823,13.246717717634889,20.844900266566412,9.271923419786884,13.80085537954489
U181,U35,2023-08-24 11:56:22,52,50,1.4793959579620295,0.03461446955323291,10.989803397650741,20.119319907770436,6.343123009505128,12.444916621649089
U276,U24,2023-04-16 18:41:32,50,50,2.701112779407885,0.01013479154939104,13.006735326761335,24.34196034528521,6.170356001743224,10.628798072266358
U773,U30,2023-09-29 06:29:03,52,50,2.6025991004972884,0.016924068374402867,11.896096669129799,23.542417443823524,8.72207442628493,10.900227880274231
U478,U14,2023-08-16 02:02:25,51,52,1.7399063306494411,0.03483431460121361,10.813980564830278,24.066164236205406,6.398840320378673,13.484357691794106
U497,U64,2023-09-07 03:57:44,54,52,2.364196467620796,0.022351783080580216,10.583629787677234,23.972997828420596,8.0134273187514,13.216667937022423
U960,U17,2023-08-23 12:08:07,54,53,1.045750895944443,0.01716643842077699,13.882748217040026,22.657275103424794,5.364906024205373,12.644373386590676
U922,U15,2023-04-29 10:33:10,53,51,1.3013120202578696,0.04577338519781997,11.170839697892426,21.713561470013317,6.519489334658019,13.601396584467409
U958,U60,2023-08-18 11:12:49,50,52,2.649344924683826,0.016034856533562226,10.354548159507795,22.542524759724483,5.38569223746489,14.57788974397894
U31,U69,2023-03-24 21:37:26,51,54,1.8239650015761846,0.036804023246246535,10.292744354731546,20.67855769739557,9.773402323064328,11.311220640794124
U439,U43,2023-09-11 18:09:16,52,50,1.3020447389985503,0.03391422361542302,13.002500351303155,24.491014086610736,6.9841424149487406,13.256028452345493
U122,U22,2023-04-26 03:55:51,50,53,2.171160915775163,0.02225729765266706,11.189588010323298,23.930126627717577,8.871312053937052,12.280934371547119
U641,U81,2023-11-19 00:36:57,53,53,1.6461855041091127,0.04294691746518047,12.040710407280772,23.709393026339182,7.098507483337165,14.652281598147162
U642,U23,2023-05-21 21:37:16,52,53,2.1215786083182997,0.01593027679601542,14.648722462697606,24.019354148754758,8.63874210966235,10.424523928792567
U49,U10,2023-12-04 13:22:15,51,53,2.6988722914832275,0.03396942133690834,11.517088413070859,23.602149236383,6.2101057759217095,14.72843798217352
U197,U35,2023-06-01 22:09:23,52,53,1.3243203401239518,0.045009475969886914,13.414714222827309,20.839751042739252,6.555101323224822,10.859697651280232
U213,U42,2023-06-22 17:48:14,54,51,2.5942188467883858,0.049875290524228275,10.0985304727227,24.312309820317257,6.19518995382407,13.294272984229769
U339,U55,2023-10-24 18:53:34,50,52,1.1759536396277186,0.04659279693315393,11.02878761606,20.788592946169707,6.470368135710114,13.602131567453203
U911,U1,2023-05-06 03:30:15,55,54,2.9984784049882016,0.037694549032357874,14.646589094708634,24.14313061405558,8.671989929142711,12.796654767292033
U462,U85,2023-05-29 13:38:49,55,50,1.062515598852392,0.02847574596224721,11.354990284884064,24.461876493219577,9.07501624850324,12.342176708426281
U620,U40,2023-03-17 02:56:25,52,55,1.8358042873126312,0.012925054921415588,11.565510073180791,23.547709109344982,7.987663110506007,11.720479256253514
U905,U41,2023-10-21 05:33:12,54,53,2.8027354038387737,0.02422122062799311,14.17968637519278,24.266808737384242,5.234464684029843,13.228841438086267
U807,U12,2023-09-15 12:21:20,51,50,1.1288269608930166,0.04906810181044286,12.232324810071013,23.267067918839434,7.295285387774573,14.023651995965041
U591,U74,2023-01-04 00:49:50,50,54,2.390820344874589,0.021723221676487138,14.7233231292984,21.853645538024388,7.021252125675737,14.249355971294053
U209,U71,2023-01-06 10:10:45,53,51,2.5718480030934394,0.04126137478452616,13.918081666302438,22.14182541271285,8.869671231457977,12.681001233344789
U45,U35,2023-09-11 17:22:09,51,52,2.7828429290659433,0.043068339125888776,14.28125326920074,23.52442506454671,8.153827134492452,14.929165999428786
U177,U76,2023-02-28 12:25:43,55,54,2.675580773584637,0.035163861890175604,13.112081044325073,23.953144873229245,7.941181569624257,13.129926804920643
U839,U84,2023-07-07 22:01:24,53,54,2.7534062788509295,0.026556647531583294,12.15984476604013,23.957704633321946,7.679664171035644,14.332365512707563
U167,U10,2023-01-11 14:05:32,54,53,2.4625030937783077,0.0485391121417938,13.119298275549514,21.985087812482917,8.490340062991308,12.79766072902732
U155,U57,2023-03-02 10:24:02,54,52,2.7300472475035757,0.04443061349012032,12.01907877470277,22.44780380553449,8.239213405522317,13.187054840619616
U307,U74,2023-01-28 17:39:53,54,55,2.2176499109257497,0.01952522586806246,13.652721385077086,21.00442039504239,9.78538072729253,14.028923806897534
U256,U62,2023-05-15 09:59:25,53,53,1.6188664713790173,0.03562799453130064,11.436039148109632,21.040538327808157,9.74962304915234,10.469203449268383
U837,U81,2023-03-21 15:14:00,53,53,2.2288617771975705,0.017916699648666014,14.628378902299193,21.54236672426141,7.676667220637268,10.52648478837226
U469,U7,2023-11-09 18:00:25,50,55,2.8879323729425286,0.026425187756976352,14.307312019189535,20.475841664769458,5.3457019588301415,10.853493253756938
U124,U23,2023-08-11 19:09:46,52,53,2.166390356771115,0.04357497645236114,11.28804665203846,20.54384397214883,9.710706119607298,12.944377170357956
U742,U48,2023-09-30 02:15:01,52,53,2.8876281580660996,0.03420106464535354,14.638257914080476,20.476977886189907,6.848247742073765,12.207582101942057
U324,U95,2023-08-06 16:38:11,52,53,2.177467271510083,0.031131627753331684,14.199930655932171,22.828969880130767,9.063813345119843,11.715374593502467
U911,U43,2023-01-27 02:34:17,52,50,2.1750236446417204,0.031405141694146134,11.361221609585185,22.40140331980239,5.863958281212687,13.041871251394273
U331,U86,2023-07-31 05:25:55,55,52,2.214420267635315,0.03160610054143952,10.534192098307978,22.67359585761284,6.833532884497556,13.532111042019604
U480,U92,2023-03-16 05:55:50,55,54,2.5725490739383594,0.019052929665980448,14.247370604156284,22.645447789619226,8.789075371894093,14.887299643204981
U125,U79,2023-12-23 22:48:22,50,54,1.102061099497965,0.049466781128831815,12.971897368980564,23.914540497144202,7.02725243772344,12.69322278192294
U982,U18,2023-03-27 16:13:59,54,55,1.656505511634947,0.016485958450763918,12.766382824239024,23.016867811075013,8.399027930298185,10.116339945428843
U134,U81,2023-05-04 19:14:04,51,52,2.1327184071345924,0.04244856020693393,10.625664112829753,22.83859572101241,8.989309385794753,14.67480944334806
U781,U59,2023-08-21 05:29:00,50,54,1.0511479325272899,0.04025071986239043,13.348934791385954,20.234510144634392,7.741970719686458,14.34619068053859
U407,U22,2023-10-02 19:49:25,55,52,2.247408776441273,0.027928869227474194,13.217192706551401,22.36535510114458,5.8598053664510195,12.639553577751277
U650,U34,2023-02-25 11:14:32,54,50,2.919944642227137,0.03164313865975596,11.101633165822397,24.52691855755416,5.262485071394029,10.159332756737328
U714,U40,2023-09-20 07:44:31,55,50,2.818489989281841,0.018441266432829367,11.750143764530227,22.16420627375236,9.77526240530781,13.949576869905098
U381,U93,2023-10-01 08:19:07,52,54,1.2460262681231509,0.036299131811391765,12.265635419006596,24.664594824239217,7.750080044892876,11.390248152702265
U325,U22,2023-07-27 04:56:02,55,52,1.6627154098171075,0.035569532681633466,11.03406471176596,20.322508983308715,5.129437035365904,14.027756675652297
U446,U9,2023-10-09 07:32:00,53,51,2.844435427658661,0.020372153426644127,14.006873658385793,20.786722970249166,7.3321370055299795,11.705062751270962
U201,U34,2023-03-01 06:00:24,50,52,1.3106753142542313,0.012334675666953423,10.998221459155289,20.94602387125995,8.798530031142391,11.091305149790786
U806,U12,2023-03-09 00:37:39,51,50,1.5617892599225678,0.046855419370197375,12.453267030033064,20.674802025716318,7.616039896720668,10.899070970527049
